x coord, y coord, z coord, scalar
27.9983, 12.8123, 28.0317, 0.00598934
41.9346, 23.4261, 42.0436, 0.00749684
11.1626, 16.9279, 13.057, 0.00711759
35.1202, 12.1239, 29.2229, 0.00665208
24.271, 13.5759, 24.4255, 0.00712106
11.9403, 18.3977, 9.95674, 0.00577235
13.7358, 15.8277, 12.9517, 0.00810485
24.0166, 24.9226, 62.7241, 0.00643528
36.8222, 16.241, 27.8078, 0.00621897
29.5557, 13.2907, 30.2344, 0.00778528
30.9931, 23.3482, 54.9757, 0.00574966
29.3863, 27.2051, 59.4923, 0.00893898
34.4072, 22.7012, 50.4779, 0.00765096
35.1544, 24.2437, 57.4058, 0.00565642
24.0633, 12.3878, 29.41, 0.00728147
18.4639, 15.5881, 16.3876, 0.00455163
30.8003, 10.1701, 29.8842, 0.00594617
25.9163, 22.0948, 62.3426, 0.00421566
36.5549, 24.2705, 47.9522, 0.0080062
19.5461, 13.8359, 19.9908, 0.006346
34.348, 22.4883, 51.2724, 0.00739429
36.5117, 24.7887, 44.1775, 0.00753557
43.9658, 22.7068, 38.4437, 0.00587045
33.5788, 21.5974, 55.2079, 0.00675801
24.3245, 25.2247, 62.1397, 0.00786449
37.0054, 23.9998, 44.847, 0.00840717
26.7136, 12.0641, 29.0106, 0.00854902
40.5246, 24.2865, 39.3124, 0.00515333
43.2505, 19.0107, 30.5881, 0.00671922
32.3777, 26.7278, 59.8743, 0.00734951
11.8314, 15.9223, 11.7591, 0.00762142
41.8329, 18.4433, 29.6292, 0.00645333
24.195, 12.1742, 27.4589, 0.00883464
16.4267, 18.4872, 20.0815, 0.00611428
43.2185, 15.6338, 30.0339, 0.00765607
24.3571, 25.6004, 59.8214, 0.00810751
44.8543, 17.3328, 32.2285, 0.009476
22.4205, 13.2729, 27.9611, 0.00760918
41.7117, 16.2372, 31.1523, 0.00864973
10.6806, 15.5918, 9.41868, 0.00378716
13.4156, 19.3417, 12.2162, 0.00825978
21.5754, 13.6761, 23.5036, 0.00909471
26.2755, 23.1163, 59.9869, 0.00821615
46.7791, 16.2556, 31.5773, 0.00548066
30.5367, 12.3698, 31.7433, 0.00671285
17.2605, 16.5876, 20.3611, 0.00785941
24.8201, 13.6556, 25.2381, 0.00697311
31.0444, 28.5875, 59.4997, 0.00582648
35.4878, 14.4718, 29.8982, 0.00914962
15.7963, 19.9934, 13.3509, 0.00620976
41.1387, 25.1026, 43.1742, 0.00779974
29.725, 13.2617, 30.9516, 0.00782574
25.1151, 25.0191, 61.0705, 0.00920651
34.2405, 22.7818, 55.8555, 0.00803391
21.5025, 12.8542, 22.8847, 0.00698535
43.9418, 20.2661, 35.1795, 0.00688832
9.96695, 17.0137, 10.1822, 0.00412839
26.3986, 22.2766, 60.1229, 0.00648085
33.0461, 11.0496, 29.3463, 0.00692593
10.5484, 18.4171, 11.2211, 0.00581477
30.108, 9.70931, 30.7594, 0.00439342
37.1874, 15.0184, 28.1729, 0.00772643
34.2397, 25.6353, 52.9692, 0.00677114
13.7979, 20.4, 13.3646, 0.00645673
19.393, 15.7133, 20.3216, 0.00896068
26.6974, 20.906, 60.6096, 0.00344191
29.3152, 25.9885, 59.1048, 0.00849407
21.1199, 15.3538, 20.3042, 0.00745301
14.9921, 19.2149, 17.5611, 0.0083704
13.6252, 18.6062, 11.6962, 0.00838892
36.5346, 23.752, 45.3492, 0.0078939
18.6588, 16.1509, 20.461, 0.00903029
21.5261, 12.9027, 28.0906, 0.00604694
18.7119, 14.4941, 23.5467, 0.00921069
16.4726, 18.4434, 15.2616, 0.00732746
44.7474, 20.6949, 36.4548, 0.00611263
32.8131, 13.9623, 32.4173, 0.00525691
31.4224, 25.7134, 55.2399, 0.00553357
17.6909, 13.7158, 22.7892, 0.0074713
12.082, 16.8549, 14.7212, 0.00616904
33.4141, 16.6656, 29.3336, 0.00518515
34.9423, 14.0064, 30.61, 0.00863202
34.0297, 22.4598, 52.1009, 0.00782095
15.9018, 19.6367, 14.1137, 0.00706042
24.0754, 13.5917, 29.2877, 0.00738513
24.7771, 14.4137, 30.2101, 0.0052598
12.5522, 18.0459, 13.3499, 0.00908647
24.559, 22.5423, 60.7754, 0.00592256
32.3876, 22.4467, 56.7719, 0.00687277
10.7682, 16.388, 12.4318, 0.00622546
36.1822, 26.2072, 48.2064, 0.00768918
11.2136, 15.9603, 13.6207, 0.0055436
41.9043, 20.2876, 36.1884, 0.00599257
35.442, 22.8293, 56.4944, 0.00521809
38.6605, 14.7907, 28.757, 0.00715215
27.0187, 24.6334, 59.5733, 0.00919925
39.0839, 16.1528, 30.1259, 0.00691389
36.6906, 14.7001, 26.5335, 0.00398273
23.7122, 12.3514, 28.3749, 0.00837561
31.0694, 26.8015, 60.3123, 0.00781891
17.9359, 15.5139, 23.7644, 0.00789109
27.3185, 13.4413, 31.4598, 0.00663448
16.9557, 15.7105, 21.6085, 0.00729441
42.8543, 16.8206, 31.5636, 0.00963131
26.8706, 28.5205, 62.5403, 0.00579777
15.3507, 14.7494, 14.6085, 0.00413743
44.4618, 15.369, 34.3537, 0.00563776
29.9342, 11.5986, 29.5443, 0.00805158
30.5515, 10.9187, 28.8649, 0.00636693
18.4043, 13.7898, 20.3985, 0.00695644
39.4399, 26.9482, 45.4748, 0.00512059
37.9833, 16.9987, 28.8264, 0.00628222
12.8551, 20.2033, 17.2957, 0.00404257
34.2965, 25.2843, 53.8809, 0.00767547
33.9009, 11.4254, 28.601, 0.00585105
43.1381, 18.469, 35.3374, 0.00795606
22.6447, 23.038, 60.4388, 0.0044172
36.3329, 24.1466, 53.9292, 0.00533006
35.1883, 25.4755, 44.9782, 0.00658303
25.448, 21.3184, 59.7699, 0.00402387
38.2451, 24.9856, 44.8491, 0.00904305
32.9609, 21.5694, 54.6788, 0.00727549
25.9715, 11.3996, 30.9646, 0.00600251
15.3641, 19.8192, 15.8554, 0.00881333
32.5085, 22.8655, 52.8146, 0.00812558
24.4548, 14.0913, 26.8318, 0.00770861
22.0345, 14.8936, 25.0575, 0.00831755
33.3244, 24.9374, 57.6152, 0.00880574
35.8676, 16.1245, 29.99, 0.00785763
12.9108, 18.8643, 14.999, 0.00774788
20.2176, 13.6418, 23.3867, 0.00895371
29.1692, 12.0656, 27.9274, 0.00545963
34.3635, 24.1868, 56.1959, 0.00911642
43.3277, 15.2408, 29.238, 0.00606221
22.9764, 23.2357, 61.7449, 0.00501593
